OBJECTID,Countyname,ST_Name,ST_Abbr,ST_ID,FIPS,FatalityRa,Confirmedb,DeathsbyPo,PCTPOVALL_,Unemployme,Med_HH_Inc,State_Fata,DateChecke,EM_type,EM_date,EM_notes,url,Thumbnail,Confirmed,Deaths,Age_85,Age_80_84,Age_75_79,Age_70_74,Age_65_69,Beds_Licen,Beds_Staff,Beds_ICU,Ventilator,POP_ESTIMA,POVALL_201,Unemployed,Median_Hou,Recovered,Active,State_Conf,State_Deat,State_Reco,State_Test,AgedPop,NewCases,NewDeaths,TotalPop,NonHispWhP,BlackPop,AmIndop,AsianPop,PacIslPop,OtherPop,TwoMorPop,HispPop,Wh_Alone,Bk_Alone,AI_Alone,As_Alone,NH_Alone,SO_Alone,Two_More,Not_Hisp,Age_Less15,Age_15_24,Age_25_34,Age_Over75,Agetotal,NonHisp,Age_35_64,Age_65_74,Day_1,Day_2,Day_3,Day_4,Day_5,Day_6,Day_7,Day_8,Day_9,Day_10,Day_11,Day_12,Day_13,Day_14,Shape__Area,Shape__Length
1790,Passaic,New Jersey,NJ,34,34031,7.16627634660422,3393.53,243.190081659415,13.6,5.1,87.9942,8.86498558585249,07/14/2020 01:13:06,Govt Ordered Community Quarantine,3/22/2020 1:02:13 AM, ,https://bao.arcgis.com/covid-19/jhu/county/34031.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,17080,1224,9607,8160,12712,16606,23196,920,823,53,31,503310,67374,12205,71959,0,0,175522,15560,0,1700385,70281,16,5,504041,210740,52922,773,25950,74,1521,5961,206100,313306,57437,1831,26351,171,89838,15107,504041,100823,70145,67361,30479,504041,297941,195431,39802,16,14,20,30,22,4,11,9,13,14,7,26,15,3,905072701.9375,194255.903932276
1791,Salem,New Jersey,NJ,34,34033,9.57055214723926,1301.77,124.586707556663,11.2,5.4,78.9024,8.86498558585249,07/14/2020 01:13:06,Govt Ordered Community Quarantine,3/22/2020 1:02:13 AM, ,https://bao.arcgis.com/covid-19/jhu/county/34033.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,815,78,1687,1264,1905,2681,3645,222,209,19,7,62607,6891,1569,64524,0,0,175522,15560,0,1700385,11182,0,0,63336,47292,8172,155,636,0,102,1504,5475,51120,8353,182,666,0,1083,1932,63336,11265,7817,7163,4856,63336,57861,25909,6326,0,2,1,1,3,1,2,3,5,3,15,1,10,6,1517580076.20313,247018.801404571
1792,Somerset,New Jersey,NJ,34,34035,10.9804703068952,1515.26,166.382819388581,4.9,3.4,146.4116,8.86498558585249,07/14/2020 01:13:06,Govt Ordered Community Quarantine,3/22/2020 1:02:13 AM, ,https://bao.arcgis.com/covid-19/jhu/county/34035.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,5018,551,7140,6835,7885,11935,15134,944,820,45,11,331164,16112,5811,119731,0,0,175522,15560,0,1700385,48929,4,0,330176,189041,30340,344,57035,17,344,5326,47729,222500,31853,778,57302,23,10472,7248,330176,59938,41528,35620,21860,330176,282447,144161,27069,4,16,24,22,2,5,2,6,9,9,7,31,12,11,1369844210.11328,207782.677518643
1793,Sussex,New Jersey,NJ,34,34037,15.8536585365854,873.59,138.495301813223,5.2,4,112.8484,8.86498558585249,07/14/2020 01:13:06,Govt Ordered Community Quarantine,3/22/2020 1:02:13 AM, ,https://bao.arcgis.com/covid-19/jhu/county/34037.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,1230,195,2328,2373,3748,5877,8563,148,130,10,6,140799,7233,2871,92284,0,0,175522,15560,0,1700385,22889,1,1,142298,123534,2895,23,2863,0,99,1775,11109,132221,3262,50,2943,27,1612,2183,142298,23115,18273,14545,8449,142298,131189,63476,14440,1,4,4,1,1,5,3,2,-1,11,1,1,5,2,2447437652.16406,210438.607488889
1794,Union,New Jersey,NJ,34,34039,8.1300320842666,2960.04,240.652108080213,7.8,4.3,98.7282,8.86498558585249,07/14/2020 01:13:06,Govt Ordered Community Quarantine,3/22/2020 1:02:13 AM, ,https://bao.arcgis.com/covid-19/jhu/county/34039.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,16519,1343,11431,10452,12246,17754,25012,1332,951,77,31,558067,43279,11748,80737,0,0,175522,15560,0,1700385,76895,18,0,553066,222752,111523,279,27631,20,10743,8373,171745,310654,117079,1580,27959,85,80862,14847,553066,108152,69766,70711,34129,553066,381321,227542,42766,18,30,11,-2,19,-7,18,-23,14,25,22,10,-2,9,468464631.429688,122804.311611301
1795,Warren,New Jersey,NJ,34,34041,13.201581027668,1195.89,157.876327059246,6.7,3.8,94.8567,8.86498558585249,07/14/2020 01:13:06,Govt Ordered Community Quarantine,3/22/2020 1:02:13 AM, ,https://bao.arcgis.com/covid-19/jhu/county/34041.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,1265,167,2839,2021,3029,4233,6114,309,156,20,7,105779,7006,2118,77571,0,0,175522,15560,0,1700385,18236,0,0,106293,87628,4571,89,2849,15,161,1569,9411,94352,4707,156,2849,15,2046,2168,106293,17308,13590,11352,7889,106293,96882,45807,10347,0,2,1,1,-1,4,3,2,4,3,3,2,8,3,1642922016.01953,219268.056353734
1796,Bernalillo,New Mexico,NM,35,35001,3.063178047224,461.76,14.1446675340098,16.5,4.5,108.3683,3.58380746844549,07/14/2020 01:13:06,Govt Ordered Community Quarantine,4/15/2020 5:00:00 AM,Governor Declared closing of all public Schools for social distancing and communbity spread .,https://bao.arcgis.com/covid-19/jhu/county/35001.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,3134,96,11634,12626,17812,25996,35142,1981,1937,179,50,678701,109959,14850,51372,0,0,15291,548,0,418357,103210,58,0,677692,264358,16622,27949,16782,379,1900,12075,337627,501468,19260,32867,17534,493,77556,28514,677692,125731,88881,101874,42072,677692,340065,257996,61138,58,110,80,70,99,99,87,60,61,79,54,99,35,34,4524289631.66797,322391.693852988
1797,Catron,New Mexico,NM,35,35003,33.3333333333333,83.85,27.9485746226942,23.3,6.4,73.3615,0,07/14/2020 01:13:06,Govt Ordered Community Quarantine,4/15/2020 5:00:00 AM,Governor Declared closing of all public Schools for social distancing and communbity spread .,https://bao.arcgis.com/covid-19/jhu/county/35003.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,3,1,0,0,0,0,0,0,0,0,0,3578,827,72,34777,0,0,0,0,0,418357,0,0,0,3539,2885,0,2,6,0,0,11,635,3504,0,2,6,0,16,11,3539,336,246,144,527,3539,2904,1449,837,0,0,1,0,0,0,0,0,0,0,0,0,0,0,26130021690.1367,666125.530664673
1798,Chaves,New Mexico,NM,35,35005,1.67597765363128,276.71,4.63757362148124,18.9,4.9,91.8194,3.58380746844549,07/14/2020 01:13:06,Govt Ordered Community Quarantine,4/15/2020 5:00:00 AM,Governor Declared closing of all public Schools for social distancing and communbity spread .,https://bao.arcgis.com/covid-19/jhu/county/35005.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,179,3,1359,1400,1670,2476,3143,232,204,24,5,64689,11872,1319,43527,0,0,15291,548,0,418357,10048,17,1,65459,25853,1005,570,405,23,163,643,36797,55609,1111,1063,405,23,5502,1746,65459,14386,9686,8315,4429,65459,28662,23024,5619,17,2,2,7,4,14,6,7,8,7,5,5,1,5,22617159813.6016,852440.289027522
1799,Cibola,New Mexico,NM,35,35006,5.57768924302789,938.46,52.3442757795558,28.6,6.3,80.3649,3.58380746844549,07/14/2020 01:13:06,Govt Ordered Community Quarantine,4/15/2020 5:00:00 AM,Governor Declared closing of all public Schools for social distancing and communbity spread .,https://bao.arcgis.com/covid-19/jhu/county/35006.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,251,14,491,408,831,1118,1240,31,31,5,1,26746,6910,561,38097,0,0,15291,548,0,418357,4088,2,0,26978,5286,250,10531,85,6,82,419,10319,12624,305,11318,93,6,1856,776,26978,5279,3563,3784,1730,26978,16659,10264,2358,2,2,2,1,1,1,1,8,2,10,7,2,0,1,17533925318.6016,635193.009683756
1800,Colfax,New Mexico,NM,35,35007,11.1111111111111,74.32,8.25763831544178,19.8,4.9,87.7376,3.58380746844549,07/14/2020 01:13:06,Govt Ordered Community Quarantine,4/15/2020 5:00:00 AM,Governor Declared closing of all public Schools for social distancing and communbity spread .,https://bao.arcgis.com/covid-19/jhu/county/35007.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,9,1,307,282,723,909,934,25,25,4,1,12110,2315,271,41592,0,0,15291,548,0,418357,3155,0,0,12353,5777,60,115,42,0,10,244,6105,10673,67,245,42,0,912,414,12353,1934,1303,1192,1312,12353,6248,4769,1843,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,15175538629.4063,540779.059712441
1801,Curry,New Mexico,NM,35,35009,0.381679389312977,529.97,2.02277646297308,17.2,4.1,99.5718,3.58380746844549,07/14/2020 01:13:06,Govt Ordered Community Quarantine,4/15/2020 5:00:00 AM,Governor Declared closing of all public Schools for social distancing and communbity spread .,https://bao.arcgis.com/covid-19/jhu/county/35009.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,262,1,770,706,1201,1584,1757,100,106,8,3,49437,8239,878,47202,0,0,15291,548,0,418357,6018,11,0,50199,24184,2650,458,780,80,174,1001,20872,33555,2717,555,815,128,10105,2324,50199,11418,8157,8482,2677,50199,29327,16124,3341,11,4,12,8,20,6,2,6,3,4,4,17,2,10,5394830369.23438,331275.568920867
1802,De Baca,New Mexico,NM,35,35011,0,0,0,20.4,4.6,74.0154,0,07/14/2020 01:13:06,Govt Ordered Community Quarantine,4/15/2020 5:00:00 AM,Governor Declared closing of all public Schools for social distancing and communbity spread .,https://bao.arcgis.com/covid-19/jhu/county/35011.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,0,0,0,0,0,0,0,0,0,0,0,1781,361,35,35087,0,0,0,0,0,418357,0,0,0,2060,1072,33,0,0,0,0,6,949,1536,33,0,6,0,334,151,2060,402,333,181,170,2060,1111,713,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8889741629.27734,421408.049824916
1803,Dona Ana,New Mexico,NM,35,35013,0.739744451916611,683.61,5.05695975579482,24.9,5.7,81.0231,3.58380746844549,07/14/2020 01:13:06,Govt Ordered Community Quarantine,4/15/2020 5:00:00 AM,Governor Declared closing of all public Schools for social distancing and communbity spread .,https://bao.arcgis.com/covid-19/jhu/county/35013.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,1487,11,3356,4387,5835,8102,10366,618,663,60,15,217522,52914,5470,38409,0,0,15291,548,0,418357,32046,83,0,215338,59223,3598,1473,2210,42,185,2122,146485,189377,4087,2441,2276,61,13246,3850,215338,45028,40685,27644,13578,215338,68853,69935,18468,83,26,28,44,21,52,22,83,34,55,40,42,8,20,13882945582.1641,553666.500844366
1804,Eddy,New Mexico,NM,35,35015,0.694444444444444,248.7,1.72711571675302,15.7,3.3,123.025,3.58380746844549,07/14/2020 01:13:06,Govt Ordered Community Quarantine,4/15/2020 5:00:00 AM,Governor Declared closing of all public Schools for social distancing and communbity spread .,https://bao.arcgis.com/covid-19/jhu/county/35015.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,144,1,1182,906,1561,1626,2854,148,116,18,4,57900,8981,1045,58320,0,0,15291,548,0,418357,8129,4,0,57437,27317,821,775,225,0,35,465,27799,52273,891,869,225,0,2324,855,57437,12676,7743,8139,3649,57437,29638,20750,4480,4,2,13,3,6,9,3,1,1,10,8,2,2,2,15316708662.7695,505897.981322159
1805,Grant,New Mexico,NM,35,35017,0,127.99,0,20.7,4.9,80.8797,3.58380746844549,07/14/2020 01:13:06,Govt Ordered Community Quarantine,4/15/2020 5:00:00 AM,Governor Declared closing of all public Schools for social distancing and communbity spread .,https://bao.arcgis.com/covid-19/jhu/county/35017.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,35,0,849,628,1513,1871,2336,68,32,6,2,27346,5535,601,38341,0,0,15291,548,0,418357,7197,2,0,28061,12915,157,525,37,6,22,272,14127,26268,197,610,79,6,342,559,28061,4854,3201,2890,2990,28061,13934,9919,4207,2,1,2,1,2,3,0,0,2,1,1,1,1,0,14563849456.4805,685710.35462837
1806,Guadalupe,New Mexico,NM,35,35019,0,460.72,0,24.3,5.5,62.2614,3.58380746844549,07/14/2020 01:13:06,Govt Ordered Community Quarantine,4/15/2020 5:00:00 AM,Governor Declared closing of all public Schools for social distancing and communbity spread .,https://bao.arcgis.com/covid-19/jhu/county/35019.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,20,0,97,188,216,211,278,10,10,2,0,4341,915,90,29515,0,0,15291,548,0,418357,990,0,0,4382,830,50,52,0,0,0,16,3434,3605,59,71,0,0,511,136,4382,650,371,728,501,4382,948,1643,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11684786401.8477,499851.812318799
1807,Harding,New Mexico,NM,35,35021,0,152.67,0,16.7,5.3,79.1984,0,07/14/2020 01:13:06,Govt Ordered Community Quarantine,4/15/2020 5:00:00 AM,Governor Declared closing of all public Schools for social distancing and communbity spread .,https://bao.arcgis.com/covid-19/jhu/county/35021.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,1,0,0,0,0,0,0,0,0,0,0,655,109,15,37544,0,0,0,0,0,418357,0,0,0,459,283,0,0,0,2,1,2,171,424,0,0,0,2,11,22,459,64,12,41,77,459,288,166,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8395357485.80078,489092.234655806
1808,Hidalgo,New Mexico,NM,35,35023,0,1745.28,0,25.7,3.8,84.1304,0,07/14/2020 01:13:06,Govt Ordered Community Quarantine,4/15/2020 5:00:00 AM,Governor Declared closing of all public Schools for social distancing and communbity spread .,https://bao.arcgis.com/covid-19/jhu/county/35023.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,74,0,0,0,0,0,0,0,0,0,0,4240,1070,84,39882,0,0,0,0,0,418357,0,2,0,4371,1782,27,23,0,0,0,4,2535,4197,27,28,0,0,59,60,4371,838,462,499,441,4371,1836,1653,478,2,0,0,8,2,1,1,1,1,4,0,5,0,0,12427107654.168,566607.972809918
1809,Lea,New Mexico,NM,35,35025,0,409.42,0,16.1,4.1,108.9674,3.58380746844549,07/14/2020 01:13:06,Govt Ordered Community Quarantine,4/15/2020 5:00:00 AM,Governor Declared closing of all public Schools for social distancing and communbity spread .,https://bao.arcgis.com/covid-19/jhu/county/35025.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,285,0,920,991,1402,1944,2427,86,86,12,4,69611,10813,1231,51656,0,0,15291,548,0,418357,7684,5,0,70126,25311,2543,497,155,17,190,819,40594,62145,2707,628,155,27,3042,1422,70126,17903,10276,10286,3313,70126,29532,23977,4371,5,11,7,32,7,12,7,17,15,25,5,8,2,19,16152295958.8047,583919.290588814
1810,Lincoln,New Mexico,NM,35,35027,0,122.72,0,16.4,4.6,95.1271,3.58380746844549,07/14/2020 01:13:06,Govt Ordered Community Quarantine,4/15/2020 5:00:00 AM,Governor Declared closing of all public Schools for social distancing and communbity spread .,https://bao.arcgis.com/covid-19/jhu/county/35027.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,24,0,485,753,985,1307,1869,25,25,4,2,19556,3166,396,45095,0,0,15291,548,0,418357,5399,0,0,19482,12176,161,315,91,0,0,377,6362,18236,179,327,91,0,178,471,19482,2935,1911,1748,2223,19482,13120,7489,3176,0,2,3,1,2,2,0,1,0,0,1,1,0,0,18143322288.7188,657791.215737819
1811,Los Alamos,New Mexico,NM,35,35028,0,62.82,0,3.9,3.4,263.5735,3.58380746844549,07/14/2020 01:13:06,Govt Ordered Community Quarantine,4/15/2020 5:00:00 AM,Governor Declared closing of all public Schools for social distancing and communbity spread .,https://bao.arcgis.com/covid-19/jhu/county/35028.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,12,0,488,384,456,958,887,47,47,6,2,19101,733,308,124947,0,0,15291,548,0,418357,3173,0,0,18356,13241,36,173,996,0,9,665,3236,15686,36,201,996,0,567,870,18356,3429,1876,2148,1328,18356,15120,7730,1845,0,1,0,0,0,0,2,1,0,0,0,0,0,0,431918751.617188,116751.018848379
1812,Luna,New Mexico,NM,35,35029,2.34375,534.16,12.5193005884071,27.2,11.9,64.4869,3.58380746844549,07/14/2020 01:13:06,Govt Ordered Community Quarantine,4/15/2020 5:00:00 AM,Governor Declared closing of all public Schools for social distancing and communbity spread .,https://bao.arcgis.com/covid-19/jhu/county/35029.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,128,3,517,760,976,1221,1520,25,25,6,2,23963,6364,1203,30570,0,0,15291,548,0,418357,4994,6,0,24264,7301,271,198,168,9,0,153,16164,22208,336,250,168,9,877,416,24264,5420,3311,2805,2253,24264,8100,7734,2741,6,0,7,2,0,1,8,3,4,4,11,2,1,2,10756110286.8711,423510.218578087
1813,McKinley,New Mexico,NM,35,35031,5.22286026797922,5058.79,264.213584174851,32.3,7.1,71.6718,3.58380746844549,07/14/2020 01:13:06,Govt Ordered Community Quarantine,4/15/2020 5:00:00 AM,Governor Declared closing of all public Schools for social distancing and communbity spread .,https://bao.arcgis.com/covid-19/jhu/county/35031.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,3657,191,975,1197,1293,2293,2654,191,148,26,3,72290,23092,1699,33976,0,0,15291,548,0,418357,8412,23,1,72849,6447,421,53659,711,30,50,1097,10434,10948,488,55891,746,30,2676,2070,72849,17903,11026,10395,3465,72849,62415,25113,4947,23,20,14,33,19,23,11,12,19,33,42,13,20,28,21410057089.7969,683945.916004664
1814,Mora,New Mexico,NM,35,35033,0,66.58,0,23.5,6.1,72.7581,0,07/14/2020 01:13:06,Govt Ordered Community Quarantine,4/15/2020 5:00:00 AM,Governor Declared closing of all public Schools for social distancing and communbity spread .,https://bao.arcgis.com/covid-19/jhu/county/35033.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,3,0,0,0,0,0,0,0,0,0,0,4506,1053,139,34491,0,0,0,0,0,418357,0,0,0,4563,712,1,0,0,0,149,0,3701,2684,1,3,0,0,1839,36,4563,724,560,482,448,4563,862,1646,703,0,1,1,1,0,0,0,0,0,0,0,0,0,0,7646406881.51953,468264.634123089
1815,Otero,New Mexico,NM,35,35035,11.3924050632911,118.3,13.4768871385574,20.3,4.9,90.077,3.58380746844549,07/14/2020 01:13:06,Govt Ordered Community Quarantine,4/15/2020 5:00:00 AM,Governor Declared closing of all public Schools for social distancing and communbity spread .,https://bao.arcgis.com/covid-19/jhu/county/35035.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,79,9,1142,1176,2467,2722,3445,106,56,11,2,66781,13074,1203,42701,0,0,15291,548,0,418357,10952,2,0,65745,32387,2137,3985,823,76,32,1306,24999,51539,2358,4385,941,152,4121,2249,65745,13044,9599,9623,4785,65745,40746,22527,6167,2,4,1,5,2,2,3,2,0,7,7,1,1,1,24261987357.0898,717400.701975633
1816,Quay,New Mexico,NM,35,35037,6.25,193.87,12.1168060099358,24.1,4.8,69.7922,3.58380746844549,07/14/2020 01:13:06,Govt Ordered Community Quarantine,4/15/2020 5:00:00 AM,Governor Declared closing of all public Schools for social distancing and communbity spread .,https://bao.arcgis.com/covid-19/jhu/county/35037.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,16,1,213,256,373,509,675,25,25,4,2,8253,1975,155,33085,0,0,15291,548,0,418357,2026,0,0,8373,4179,122,114,63,19,23,72,3781,7551,128,157,90,19,316,112,8373,1665,774,919,842,8373,4592,2989,1184,0,2,2,0,3,1,1,1,0,0,0,0,0,0,11174056826.6094,544205.204560251
1817,Rio Arriba,New Mexico,NM,35,35039,0.719424460431655,356.36,2.56370814746449,22,5.2,87.5667,3.58380746844549,07/14/2020 01:13:06,Govt Ordered Community Quarantine,4/15/2020 5:00:00 AM,Governor Declared closing of all public Schools for social distancing and communbity spread .,https://bao.arcgis.com/covid-19/jhu/county/35039.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,139,1,805,1066,1039,1525,2648,70,52,8,2,39006,8498,868,41511,0,0,15291,548,0,418357,7083,0,0,39307,4910,164,5594,185,5,181,222,28046,21382,237,6418,188,5,10172,905,39307,7692,4968,4551,2910,39307,11261,15013,4173,0,2,1,8,4,5,9,4,0,0,1,4,3,2,23687924272.3828,772361.254010816
1818,Roosevelt,New Mexico,NM,35,35041,1.26582278481013,421.49,5.33532518807021,22.6,4.3,87.9654,3.58380746844549,07/14/2020 01:13:06,Govt Ordered Community Quarantine,4/15/2020 5:00:00 AM,Governor Declared closing of all public Schools for social distancing and communbity spread .,https://bao.arcgis.com/covid-19/jhu/county/35041.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,79,1,309,465,316,600,884,24,20,4,2,18743,3979,342,41700,0,0,15291,548,0,418357,2574,0,0,19117,10037,447,65,79,0,21,527,7941,14215,522,104,110,0,3277,889,19117,3978,4242,2522,1090,19117,11176,5801,1484,0,1,0,2,2,0,2,1,1,2,6,3,0,2,9273947243.37109,479214.19813127
1819,Sandoval,New Mexico,NM,35,35043,3.54191263282172,583.42,20.6641456408985,12.6,5,120.3164,3.58380746844549,07/14/2020 01:13:06,Govt Ordered Community Quarantine,4/15/2020 5:00:00 AM,Governor Declared closing of all public Schools for social distancing and communbity spread .,https://bao.arcgis.com/covid-19/jhu/county/35043.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,847,30,1989,2469,3963,6145,8545,60,60,11,3,145179,18215,3217,57036,0,0,15291,548,0,418357,23111,9,0,140769,61920,2894,16879,1732,161,296,2849,54038,100391,3098,17653,1943,243,11885,5556,140769,27599,17211,17339,8421,140769,86731,55509,14690,9,17,8,11,9,17,7,8,0,8,13,9,3,8,14613725788.125,632894.478212396
1820,San Juan,New Mexico,NM,35,35045,6.2980593189308,2184.05,137.552681877434,23.1,5.8,98.2555,3.58380746844549,07/14/2020 01:13:06,Govt Ordered Community Quarantine,4/15/2020 5:00:00 AM,Governor Declared closing of all public Schools for social distancing and communbity spread .,https://bao.arcgis.com/covid-19/jhu/county/35045.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,2731,172,2246,2028,3048,4104,6017,270,260,21,10,125043,28486,3029,46578,0,0,15291,548,0,418357,17443,20,1,127455,49334,712,48592,841,75,164,2118,25619,66357,816,50524,988,75,5319,3376,127455,28935,17010,17689,7322,127455,101836,46378,10121,20,24,28,31,16,18,34,18,27,21,22,12,38,17,22250446024.043,640310.446402845
1821,San Miguel,New Mexico,NM,35,35047,0,97.86,0,28.2,5.9,74.4478,3.58380746844549,07/14/2020 01:13:06,Govt Ordered Community Quarantine,4/15/2020 5:00:00 AM,Governor Declared closing of all public Schools for social distancing and communbity spread .,https://bao.arcgis.com/covid-19/jhu/county/35047.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,27,0,573,622,1008,1454,1879,175,226,8,2,27591,7479,650,35292,0,0,15291,548,0,418357,5536,1,0,28034,5029,296,285,281,0,0,386,21757,15503,376,370,375,59,10315,1036,28034,4343,4220,3122,2203,28034,6277,10813,3333,1,1,0,2,0,0,1,0,0,0,0,1,0,0,18569003957,686429.592109646
1822,Santa Fe,New Mexico,NM,35,35049,0.879765395894428,227.25,1.99925361198486,12.2,4.1,126.9634,3.58380746844549,07/14/2020 01:13:06,Govt Ordered Community Quarantine,4/15/2020 5:00:00 AM,Governor Declared closing of all public Schools for social distancing and communbity spread .,https://bao.arcgis.com/covid-19/jhu/county/35049.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,341,3,3001,3115,5359,8816,12472,240,225,25,6,150056,17972,3065,60187,0,0,15291,548,0,418357,32763,4,0,148917,63627,1283,3689,1818,115,180,1801,76404,124370,1496,4736,1885,175,12132,4123,148917,22976,16178,16923,11475,148917,72513,60077,21288,4,9,6,20,9,10,8,8,8,6,7,6,3,3,7486367085.4375,398864.88761119
1823,Sierra,New Mexico,NM,35,35051,0,145.88,0,25.7,7.1,66.9571,3.58380746844549,07/14/2020 01:13:06,Govt Ordered Community Quarantine,4/15/2020 5:00:00 AM,Governor Declared closing of all public Schools for social distancing and communbity spread .,https://bao.arcgis.com/covid-19/jhu/county/35051.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,16,0,389,435,916,1054,1124,25,11,2,2,10968,2739,289,31741,0,0,15291,548,0,418357,3918,2,0,11135,7246,65,104,70,0,23,258,3369,10005,65,376,70,0,310,309,11135,1499,981,824,1740,11135,7766,3913,2178,2,0,0,0,0,0,0,0,0,1,0,1,1,-1,15697411172.4102,586708.67268436
1824,Socorro,New Mexico,NM,35,35053,7.57575757575758,394.38,29.8775022408127,29.6,5.3,71.6992,3.58380746844549,07/14/2020 01:13:06,Govt Ordered Community Quarantine,4/15/2020 5:00:00 AM,Governor Declared closing of all public Schools for social distancing and communbity spread .,https://bao.arcgis.com/covid-19/jhu/county/35053.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,66,5,585,262,342,690,1263,24,24,4,2,16735,4767,343,33989,0,0,15291,548,0,418357,3142,2,0,17000,5895,60,1534,502,0,0,564,8445,13312,63,1915,507,0,527,676,17000,3254,2799,1489,1189,17000,8555,6316,1953,2,1,1,1,0,0,0,1,0,0,0,0,0,0,25121444881.6758,683785.264653178
1825,Taos,New Mexico,NM,35,35055,1.75438596491228,173.6,3.04553068372164,21.4,6.5,81.0147,3.58380746844549,07/14/2020 01:13:06,Govt Ordered Community Quarantine,4/15/2020 5:00:00 AM,Governor Declared closing of all public Schools for social distancing and communbity spread .,https://bao.arcgis.com/covid-19/jhu/county/35055.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,57,1,747,1133,1175,2068,2853,25,6,6,2,32835,6955,975,38405,0,0,15291,548,0,418357,7976,4,0,32888,11566,71,2184,53,1,66,209,18738,28029,152,2375,77,1,1648,606,32888,4966,3970,2624,3055,32888,14150,13352,4921,4,1,1,0,0,2,0,1,0,2,3,0,1,2,8868046806.22656,461972.716090466
1826,Torrance,New Mexico,NM,35,35057,2.04081632653061,314.28,6.41395676993137,25.2,7.6,82.5293,0,07/14/2020 01:13:06,Govt Ordered Community Quarantine,4/15/2020 5:00:00 AM,Governor Declared closing of all public Schools for social distancing and communbity spread .,https://bao.arcgis.com/covid-19/jhu/county/35057.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,49,1,0,0,0,0,0,0,0,0,0,15591,3763,427,39123,0,0,0,0,0,418357,0,0,0,15595,8016,273,163,57,0,14,393,6679,14278,273,166,57,0,307,514,15595,2613,2113,1495,1025,15595,8916,6373,1976,0,2,0,0,0,-1,0,0,2,3,0,0,0,0,12832260874.1758,495010.270645756
1827,Union,New Mexico,NM,35,35059,0,194.27,0,20.4,3.3,85.2779,3.58380746844549,07/14/2020 01:13:06,Govt Ordered Community Quarantine,4/15/2020 5:00:00 AM,Governor Declared closing of all public Schools for social distancing and communbity spread .,https://bao.arcgis.com/covid-19/jhu/county/35059.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,8,0,121,174,91,168,256,25,25,4,1,4118,701,59,40426,0,0,15291,548,0,418357,810,0,0,4175,2143,82,72,2,0,20,110,1746,3543,82,92,2,0,298,158,4175,720,381,618,386,4175,2429,1646,424,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15380524286.6094,574490.117049233
